Statistiche Fantacalcio Stagione 2025 26;;;;;;;;;;;;;;;;;
Id;R;Rm;Nome;Squadra;Pv;Mv;Fm;Gf;Gs;Rp;Rc;R+;R-;Ass;Amm;Esp;Au
418;D;Dc;Goldaniga;Como;0;0;0;0;0;0;0;0;0;0;0;0;0
1891;D;"Dd;Dc";Ceccherini;Cremonese;8;5,56;5,5;0;0;0;0;0;0;1;1;1;0
5891;D;"Ds;E";Quagliata;Cremonese;0;0;0;0;0;0;0;0;0;0;0;0;0
2847;D;"Dd;Ds;E";Sernicola;Cremonese;0;0;0;0;0;0;0;0;0;0;0;0;0
6803;D;"Ds;E";Rouhi;Juventus;0;0;0;0;0;0;0;0;0;0;0;0;0
5899;D;Dc;Gigot;Lazio;0;0;0;0;0;0;0;0;0;0;0;0;0
140;D;"Dd;Ds;E";Hysaj;Lazio;2;5,5;5,5;0;0;0;0;0;0;0;0;0;0
7164;D;"Dd;Dc";Perez M.;Lecce;1;5;5;0;0;0;0;0;0;0;0;0;0
7136;D;"Dd;Dc";Kouassi;Lecce;4;5,5;5,5;0;0;0;0;0;0;0;0;0;0
7182;D;"Ds;E";Ndaba;Lecce;9;5,5;5,5;0;0;0;0;0;0;0;0;0;0
7140;D;Dc;Coppola F.;Pisa;5;5,1;4,9;0;0;0;0;0;0;0;3;0;0
7170;D;Dc;Mbambi;Pisa;0;0;0;0;0;0;0;0;0;0;0;0;0
7142;D;"Dd;E";Esteves T.;Pisa;0;0;0;0;0;0;0;0;0;0;0;0;0
6885;D;"Dd;E";Abdulhamid;Roma;0;0;0;0;0;0;0;0;0;0;0;0;0
7154;D;Dc;Odenthal;Sassuolo;0;0;0;0;0;0;0;0;0;0;0;0;0
2279;D;Dc;Romagna;Sassuolo;5;5,7;5,7;0;0;0;0;0;0;0;0;0;0
6431;D;"Dd;E";Paz Y.;Sassuolo;0;0;0;0;0;0;0;0;0;0;0;0;0
7156;D;"Ds;E";Pieragnolo;Sassuolo;0;0;0;0;0;0;0;0;0;0;0;0;0
6041;D;Dc;Schuurs;Torino;0;0;0;0;0;0;0;0;0;0;0;0;0
6826;D;"Dd;E";Dembelè A.;Torino;1;5;5;0;0;0;0;0;0;0;0;0;0
6900;D;E;Rui Modesto;Udinese;2;5,75;6,25;0;0;0;0;0;0;1;0;0;0
7196;D;Dc;Denoon;Pisa;2;5,5;5,25;0;0;0;0;0;0;0;1;0;0
6985;D;"Ds;Dc";Candè;Sassuolo;8;5,69;5,56;0;0;0;0;0;0;0;2;0;0
5324;D;"B;Dd;Ds";Godfrey;Atalanta;0;0;0;0;0;0;0;0;0;0;0;0;0
7238;D;Dc;Kouadio;Fiorentina;1;6;6;0;0;0;0;0;0;0;0;0;0
6351;D;"Dd;Ds;E";Lamptey;Fiorentina;1;6;6;0;0;0;0;0;0;0;0;0;0
6870;D;Dc;Faye;Cremonese;7;5,71;5,64;0;0;0;0;0;0;0;1;0;0
7271;D;Dc;Odogu;Milan;0;0;0;0;0;0;0;0;0;0;0;0;0
388;D;Dc;Albiol;Pisa;8;5,62;5,69;0;0;0;0;0;0;1;1;0;0
6874;D;Dc;Palacios T.;Inter;0;0;0;0;0;0;0;0;0;0;0;0;0
7325;D;Dc;Bozhinov;Pisa;8;5,25;5,06;0;0;0;0;0;0;0;1;1;0
7346;D;"Dd;E";Raterink;Cagliari;0;0;0;0;0;0;0;0;0;0;0;0;0
6875;C;"T;A";Paz N.;Como;35;6,37;7,3;12;0;0;2;0;2;5;5;0;0
4777;C;"C;T";McTominay;Napoli;33;6,39;7,26;10;0;0;1;0;1;2;1;0;0
7126;C;T;Baturina;Como;25;6,3;7,14;6;0;0;0;0;0;3;0;0;0
2194;C;"M;C";Calhanoglu;Inter;22;6,52;7,64;9;0;0;5;4;1;4;7;0;0
2423;C;"T;A";Pulisic;Milan;27;6,15;7,07;8;0;0;1;0;1;4;0;0;0
2379;C;"C;T";Rabiot;Milan;29;6,33;6,98;6;0;0;0;0;0;4;4;1;0
2517;C;T;De Bruyne;Napoli;17;6,26;7,24;5;0;0;3;3;0;2;1;0;0
5559;C;"C;W;T";Da Cunha;Como;35;6,34;6,91;6;0;0;4;4;0;4;4;0;0
152;C;"C;T";Zielinski;Inter;30;6,25;6,8;6;0;0;1;1;0;2;3;0;1
6908;C;C;Atta;Udinese;32;6,36;6,88;5;0;0;0;0;0;3;3;0;0
5564;C;W;Ndoye;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0
2167;C;"W;A";Orsolini;Bologna;34;6,06;6,76;10;0;0;6;4;2;1;2;0;0
2766;C;"T;A";Zaniolo;Udinese;31;6,26;6,77;5;0;0;0;0;0;5;8;0;0
1870;C;C;Barella;Inter;34;6,28;6,71;3;0;0;0;0;0;9;7;0;0
4973;C;"M;C";McKennie;Juventus;34;6,13;6,68;5;0;0;0;0;0;6;5;0;0
6884;C;"W;A";Conceicao;Juventus;30;6,28;6,7;3;0;0;0;0;0;5;3;0;0
2606;C;C;Modric;Milan;33;6,45;6,67;2;0;0;0;0;0;3;4;0;0
1933;C;"M;C";Mandragora;Fiorentina;34;6,04;6,62;7;0;0;1;1;0;2;7;0;0
6717;C;"M;C";Konè I.;Sassuolo;35;6,19;6,63;6;0;0;0;0;0;0;3;1;0
5687;C;T;Vlasic;Torino;37;6,03;6,66;8;0;0;5;5;0;3;7;0;0
6151;C;"M;C";Perrone;Como;36;6,22;6,47;3;0;0;0;0;0;4;8;0;0
4970;C;"C;W";Messias;Genoa;19;6,18;6,68;3;0;0;1;1;0;1;1;0;0
6398;C;"W;A";Isaksen;Lazio;27;6,04;6,63;5;0;0;0;0;0;1;0;0;0
4427;C;"C;T";Malinovskyi;Genoa;34;6,07;6,54;6;0;0;3;3;0;3;10;0;0
4892;C;"E;W";Saelemaekers;Milan;35;6,14;6,41;3;0;0;0;0;0;3;5;0;0
4220;C;"M;C";Zambo Anguissa;Napoli;18;6,17;6,86;4;0;0;0;0;0;1;1;0;0
6666;C;C;Bernabè;Parma;32;6,17;6,48;3;0;0;0;0;0;1;0;0;0
5844;C;"C;T";Thorstvedt;Sassuolo;31;6,15;6,48;4;0;0;0;0;0;3;9;0;0
6844;C;"W;T";Rowe;Bologna;28;6,2;6,59;3;0;0;0;0;0;3;2;0;0
5422;C;"E;W";Zalewski;Atalanta;31;6,1;6,4;2;0;0;0;0;0;5;3;0;0
2529;C;"C;T";Mkhitaryan;Inter;28;6,21;6,59;4;0;0;0;0;0;1;5;0;0
5562;C;"M;C";Thuram K.;Juventus;34;6,1;6,4;3;0;0;0;0;0;2;2;0;0
6190;C;C;Pisilli;Roma;22;6,09;6,48;2;0;0;0;0;0;4;3;0;0
6684;C;"C;T";Ekkelenkamp;Udinese;31;6,05;6,61;5;0;0;0;0;0;3;1;0;0
7314;C;"C;T";Taylor K.;Lazio;17;6,06;6,56;3;0;0;0;0;0;2;5;0;0
5792;C;"M;C";Ederson D.S.;Atalanta;30;6,25;6,43;2;0;0;1;1;0;1;3;0;0
184;C;"W;A";Bernardeschi;Bologna;24;6,04;6,56;4;0;0;1;1;0;2;3;0;0
2765;C;"T;A";Odgaard;Bologna;22;5,91;6,61;5;0;0;0;0;0;1;1;0;0
4364;C;T;Gaetano;Cagliari;32;6,06;6,31;2;0;0;0;0;0;4;4;0;0
5036;C;"C;T";Caqueret;Como;28;6,11;6,41;2;0;0;0;0;0;4;3;0;0
4486;C;"W;A";Strefezza;Parma;14;6,21;6,68;2;0;0;0;0;0;2;3;0;0
449;C;"T;A";Vazquez;Cremonese;13;6,15;6,54;1;0;0;0;0;0;2;1;0;0
5800;C;"T;A";Gudmundsson A.;Fiorentina;32;5,88;6,34;5;0;0;3;3;0;3;4;1;0
4186;C;C;Guendouzi;Lazio;16;6,16;6,31;2;0;0;0;0;0;0;5;1;0
632;C;"W;A";Zaccagni;Lazio;26;5,88;5,96;3;0;0;1;0;1;0;6;1;0
5504;C;"M;C";Coulibaly L.;Lecce;33;6,05;6,29;3;0;0;0;0;0;1;4;0;0
536;C;W;Politano;Napoli;33;6,09;6,36;2;0;0;0;0;0;5;4;0;0
779;C;"M;C";Cristante;Roma;37;6,11;6,22;2;0;0;0;0;0;1;6;0;0
5589;C;"M;C";Konè M.;Roma;29;6,26;6,53;2;0;0;0;0;0;3;2;0;0
530;C;"C;T";Pellegrini Lo.;Roma;24;6,04;6,58;4;0;0;2;2;0;2;2;0;0
5735;C;"W;T";Volpato;Sassuolo;21;6,14;6,52;2;0;0;0;0;0;4;4;0;0
5888;C;"C;T";Casadei;Torino;32;5,97;6,45;6;0;0;0;0;0;0;5;0;0
2077;C;"C;T";Pasalic;Atalanta;31;5,94;6,27;3;0;0;0;0;0;3;3;0;0
4404;C;"C;T";Thorsby;Cremonese;21;6,1;6,48;3;0;0;0;0;0;1;4;0;0
827;C;"M;C";Locatelli;Juventus;36;6,26;6,19;1;0;0;1;0;1;2;9;0;0
7351;C;"W;A";Santos A.;Napoli;13;6,35;7,23;4;0;0;0;0;0;0;1;0;0
7133;C;"W;T";Vandeputte;Cremonese;31;6,06;6,27;1;0;0;0;0;0;5;3;0;0
4465;C;C;Fagioli;Fiorentina;33;6,03;6,23;2;0;0;0;0;0;3;5;0;0
7070;C;C;Sucic P.;Inter;28;6,07;6,27;2;0;0;0;0;0;2;5;0;0
333;C;"M;C";Cataldi;Lazio;27;6,07;6,41;3;0;0;2;2;0;3;6;0;0
5674;C;C;Basic;Lazio;23;6,09;6,43;2;0;0;0;0;0;3;0;1;0
5453;C;"M;C";Ricci S.;Milan;28;6;6,18;1;0;0;0;0;0;3;3;0;0
6898;C;"M;C";Keita M.;Parma;36;6,01;6,06;1;0;0;0;0;0;1;1;0;1
5393;C;"W;A";Man;Parma;0;0;0;0;0;0;0;0;0;0;0;0;0
5651;C;W;Harrison;Fiorentina;15;5,9;6,27;1;0;0;0;0;0;3;1;0;0
4947;C;"C;T";Brescianini;Fiorentina;18;5,97;6,31;2;0;0;0;0;0;1;2;0;0
4896;C;"T;A";Maldini;Lazio;18;5,94;6,31;2;0;0;0;0;0;1;1;0;0
6252;C;"C;T";Folorunsho;Cagliari;26;6,04;6,21;2;0;0;0;0;0;0;3;0;0
4686;C;"M;C";Fofana Y.;Milan;33;5,85;6,06;2;0;0;0;0;0;3;4;0;0
4199;C;"C;T";Loftus-Cheek;Milan;21;6,1;6,52;3;0;0;0;0;0;1;2;0;0
4287;C;"M;C";Lobotka;Napoli;31;6,05;6,1;1;0;0;0;0;0;0;3;0;0
6831;C;"W;A";Neres;Napoli;16;6,19;6,84;3;0;0;0;0;0;3;3;0;0
2334;C;W;Leris;Pisa;32;5,94;6,19;2;0;0;0;0;0;3;2;0;0
1976;C;"M;C";Mazzitelli;Cagliari;14;6,07;6,57;2;0;0;0;0;0;2;3;0;0
22;C;"M;C";De Roon;Atalanta;34;5,97;6;1;0;0;0;0;0;2;6;1;0
5119;C;T;Samardzic;Atalanta;21;5,93;6,29;2;0;0;0;0;0;2;1;0;0
6054;C;"M;C";Moro N.;Bologna;28;5,93;6,12;2;0;0;0;0;0;0;1;0;0
6294;C;"M;C";Ndour;Fiorentina;30;5,8;6,07;3;0;0;0;0;0;0;2;0;0
5791;C;"M;C";Frendrup;Genoa;36;5,96;5,97;1;0;0;0;0;0;0;5;0;0
4711;C;"E;W";Kostic;Juventus;10;6,2;7,2;3;0;0;0;0;0;1;1;0;0
795;C;W;El Shaarawy;Roma;18;6,14;6,33;1;0;0;0;0;0;2;4;0;0
5823;C;"T;A";Baldanzi;Genoa;17;6,15;6,38;1;0;0;0;0;0;2;2;0;0
6680;C;"M;C";Karlstrom;Udinese;36;5,96;5,96;1;0;0;0;0;0;0;6;0;0
5761;C;W;Zhegrova;Juventus;12;5,96;5,96;0;0;0;0;0;0;0;1;0;0
7318;C;"C;T";Gandelman;Lecce;16;5,97;6,41;2;0;0;0;0;0;1;0;0;0
788;C;"M;C";Freuler;Bologna;28;6,02;6,04;1;0;0;0;0;0;2;5;0;1
5298;C;"M;C";Pobega;Bologna;23;5,83;6,17;3;0;0;0;0;0;1;2;1;0
4870;C;"M;C";Adopo;Cagliari;38;5,83;5,88;1;0;0;0;0;0;1;4;0;0
6020;C;"C;W";Ellertsson;Genoa;35;5,84;5,91;1;0;0;0;0;0;1;1;1;0
5301;C;"E;W";Luis Henrique;Inter;27;5,89;6,06;1;0;0;0;0;0;2;1;0;0
6394;C;"M;C";Ramadani;Lecce;37;5,91;5,85;1;0;0;0;0;0;0;10;0;0
6271;C;"M;C";El Aynaoui;Roma;21;5,98;6,1;1;0;0;0;0;0;2;5;0;0
6815;C;W;Fadera;Sassuolo;24;5,92;6,15;2;0;0;0;0;0;1;5;0;0
2839;C;"W;A";Sottil;Lecce;21;6,02;6,24;1;0;0;0;0;0;2;1;0;0
7223;C;"W;T";Vergara;Napoli;8;6,25;6,5;1;0;0;0;0;0;0;2;0;0
2670;C;"W;A";Bailey;Roma;5;5,7;5,7;0;0;0;0;0;0;0;0;0;0
2528;C;"M;C";Matic;Sassuolo;34;5,96;5,96;1;0;0;0;0;0;1;6;1;0
4349;C;"M;C";Nicolussi Caviglia;Parma;23;5,89;6,02;0;0;0;0;0;0;4;4;0;0
6424;C;"M;C";Prati;Torino;32;5,88;5,88;1;0;0;0;0;0;0;6;0;0
6640;C;W;Felici;Cagliari;11;6,05;6,55;2;0;0;0;0;0;1;3;0;0
4662;C;"E;W";Weah;Juventus;0;0;0;0;0;0;0;0;0;0;0;0;0
5813;C;"C;T";Miretti;Juventus;15;5,97;6,2;1;0;0;0;0;0;1;1;0;0
6015;C;"C;T";Berisha M.;Lecce;12;6,17;6,92;2;0;0;0;0;0;3;0;0;0
6549;C;"W;A";Pierotti;Lecce;37;5,8;5,85;1;0;0;0;0;0;1;4;0;0
5131;C;"M;C";Gilmour;Napoli;13;6,08;6,27;1;0;0;0;0;0;0;1;0;0
6170;C;C;Gineitis;Torino;27;5,87;5,81;0;0;0;0;0;0;1;5;0;0
7028;C;C;Bernede;Verona;31;5,87;6;1;0;0;0;0;0;2;2;0;0
7198;C;C;Piotrowski;Udinese;30;5,88;5,95;1;0;0;0;0;0;0;2;0;0
7208;C;"M;C";Miller L.;Udinese;19;5,92;5,95;0;0;0;0;0;0;2;4;0;0
7209;C;C;Sorensen O.;Parma;30;5,85;5,95;1;0;0;0;0;0;1;2;0;0
6005;C;"C;T";Ilkhan;Torino;17;5,82;6;1;0;0;0;0;0;2;2;1;0
6274;C;C;Diouf;Inter;10;6,15;6,45;1;0;0;0;0;0;0;1;0;0
4479;C;"W;T";Elmas;Napoli;28;5,8;5,96;1;0;0;0;0;0;3;3;0;0
801;C;"M;C";Gagliardini;Verona;29;5,91;5,84;1;0;0;0;0;0;0;10;0;0
6024;C;"M;C";Sulemana I.;Cagliari;18;5,69;5,78;1;0;0;0;0;0;0;3;0;0
5784;C;C;Aebischer;Pisa;35;5,8;5,8;1;0;0;0;0;0;1;8;0;0
6206;C;"C;T";Fabbian;Fiorentina;22;5,8;6,05;2;0;0;0;0;0;0;2;0;0
1871;C;"M;C";Deiola;Cagliari;20;5,98;5,95;0;0;0;0;0;0;1;3;0;0
181;C;"M;C";Vecino;Lazio;12;5,92;5,96;0;0;0;0;0;0;1;1;0;0
6629;C;"C;T";Dele-Bashiru;Lazio;21;5,69;5,83;1;0;0;0;0;0;0;0;0;0
5998;C;"E;W";Zerbin;Cremonese;29;5,76;5,79;0;0;0;0;0;0;2;2;0;0
7138;C;"M;C";Ordonez C.;Parma;21;5,79;5,81;1;0;0;0;0;0;0;3;1;0
5318;C;"W;T";Tramoni M.;Pisa;25;5,72;6;2;0;0;1;1;0;2;3;0;0
6246;C;"M;C";Lipani;Sassuolo;21;5,93;5,9;0;0;0;0;0;0;1;3;0;0
6458;C;C;Serdar;Verona;18;5,97;6,22;2;0;0;0;0;0;0;3;0;0
5858;C;"C;T";Ferguson;Bologna;23;5,8;5,78;1;0;0;0;0;0;0;5;1;0
27;C;"M;C";Grassi;Cremonese;28;5,79;5,7;0;0;0;0;0;0;0;3;1;0
2842;C;W;Zanimacchia;Cremonese;0;0;0;0;0;0;0;0;0;0;0;0;0
6917;C;"M;C";Masini;Genoa;21;5,98;5,9;0;0;0;0;0;0;1;5;0;0
5457;C;"M;C";Maleh;Cremonese;21;5,69;5,71;1;0;0;0;0;0;0;3;1;0
5992;C;"M;C";Bondo;Cremonese;27;5,85;5,76;0;0;0;0;0;0;0;5;0;0
5295;C;"C;W";Musah;Atalanta;16;5,94;6,09;1;0;0;0;0;0;0;1;0;0
5290;C;"M;C";Estevez;Parma;22;5,8;5,8;0;0;0;0;0;0;1;2;0;0
7146;C;"E;M";Tourè I.;Pisa;30;5,82;5,82;1;0;0;0;0;0;0;4;1;0
6593;C;"C;T";Akinsanmiro;Pisa;23;5,8;5,8;0;0;0;0;0;0;1;2;0;0
6481;C;C;Payero;Cremonese;25;5,9;5,86;1;0;0;0;0;0;0;8;0;0
5286;C;"M;C";Akpa Akpro;Verona;22;5,86;5,8;1;0;0;0;0;0;0;9;0;0
7322;C;"M;C";Ngom;Lecce;13;5,69;5,65;0;0;0;0;0;0;0;1;0;0
7331;C;"M;C";Loyola;Pisa;11;5,55;5,73;1;0;0;0;0;0;0;0;1;0
7341;C;"M;C";Amorim;Genoa;9;5,72;5,67;0;0;0;0;0;0;0;1;0;0
6106;C;"T;A";Carboni V.;Genoa;10;5,7;5,6;0;0;0;0;0;0;0;2;0;0
2848;C;"C;T";Frattesi;Inter;14;5,89;5,89;0;0;0;0;0;0;0;0;0;0
5685;C;"C;T";Koopmeiners;Juventus;29;5,64;5,55;0;0;0;0;0;0;0;5;0;0
4856;C;W;Chukwueze;Milan;1;5,5;5,5;0;0;0;0;0;0;0;0;0;0
5319;C;C;Sohm;Bologna;24;5,65;5,62;0;0;0;0;0;0;1;3;0;0
7145;C;"E;M";Piccinini G.;Pisa;22;5,77;5,7;0;0;0;0;0;0;0;3;0;0
4930;C;"M;C";Ghion;Sassuolo;0;0;0;0;0;0;0;0;0;0;0;0;0
5688;C;"W;T";Harroui;Verona;17;5,74;5,85;1;0;0;1;1;0;0;3;0;0
6486;C;"W;T";Suslov;Verona;10;5,75;5,6;0;0;0;0;0;0;0;1;1;0
7203;C;C;Jashari;Milan;12;5,71;5,79;0;0;0;0;0;0;1;0;0;0
6218;C;"W;T;A";Oristanio;Parma;18;5,78;5,92;1;0;0;0;0;0;0;1;0;0
6575;C;"W;A";Zaragoza;Roma;3;5,83;6;0;0;0;0;0;0;1;1;0;0
6225;C;"M;C";El Azzouzi;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0
4284;C;"M;C";Sergi Roberto;Como;13;5,85;5,73;0;0;0;0;0;0;0;3;0;0
5863;C;"M;C";Castagnetti;Cremonese;0;0;0;0;0;0;0;0;0;0;0;0;0
6010;C;"C;T";Fazzini;Fiorentina;12;5,88;5,83;0;0;0;0;0;0;0;2;0;0
4911;C;C;Douglas Luiz;Juventus;0;0;0;0;0;0;0;0;0;0;0;0;0
6191;C;"M;C";Belahyane;Lazio;11;5,77;5,82;0;0;0;0;0;0;2;1;1;0
6410;C;"M;C";Kaba;Lecce;11;5,77;5,73;0;0;0;0;0;0;0;1;0;0
6634;C;W;Tete Morente;Lecce;15;5,57;5,57;0;0;0;0;0;0;1;2;0;0
6984;C;"W;A";Ondrejka;Parma;15;5,7;5,63;0;0;0;0;0;0;0;2;0;0
7147;C;"M;C";Hojholt;Pisa;15;5,57;5,5;0;0;0;0;0;0;0;2;0;0
7150;C;C;Vural;Pisa;14;5,79;5,64;0;0;0;0;0;0;0;4;0;0
7157;C;C;Iannoni;Sassuolo;5;6;6,5;1;0;0;0;0;0;0;3;0;0
6212;C;"M;C";Zarraga;Udinese;10;5,75;5,7;0;0;0;0;0;0;0;2;0;0
5850;C;C;Lovric;Verona;10;5,75;5,75;0;0;0;0;0;0;1;2;0;0
7254;C;T;Lorran;Pisa;4;5,88;6,62;1;0;0;0;0;0;0;0;0;0
6528;C;"W;T";Sarmiento J.;Cremonese;5;5,9;5,9;0;0;0;0;0;0;0;0;0;0
6112;C;"E;W";Iling Junior;Pisa;3;5,83;5,83;0;0;0;0;0;0;0;0;0;0
6676;C;"M;C";Engelhardt;Como;0;0;0;0;0;0;0;0;0;0;0;0;0
7132;C;"M;C";Collocolo;Cremonese;5;5,9;5,8;0;0;0;0;0;0;0;1;0;0
5857;C;"M;C";Pickel;Cremonese;0;0;0;0;0;0;0;0;0;0;0;0;0
6804;C;"M;C";Richardson;Fiorentina;1;5,5;5,5;0;0;0;0;0;0;0;0;0;0
5788;C;T;Sabiri;Fiorentina;1;5,5;5,5;0;0;0;0;0;0;0;0;0;0
6980;C;W;Venturino;Roma;7;5,86;5,86;0;0;0;0;0;0;0;0;0;0
6722;C;"W;T";Gronbaek;Genoa;2;5,5;5,25;0;0;0;0;0;0;0;1;0;0
5719;C;"M;C";Asllani;Torino;14;5,57;5,25;0;0;0;1;0;1;0;3;0;0
4459;C;"M;C";Rovella;Lazio;11;5,73;5,64;0;0;0;0;0;0;1;2;1;0
5872;C;"C;T";Helgason;Lecce;4;5,62;5,62;0;0;0;0;0;0;0;0;0;0
4423;C;C;Hernani;Parma;3;5,67;5,67;0;0;0;0;0;0;0;0;0;0
7149;C;"M;C";Marin M.;Pisa;20;5,88;5,7;0;0;0;0;0;0;0;7;0;0
6219;C;"M;C";Boloca;Sassuolo;2;5,75;5,75;0;0;0;0;0;0;0;0;0;0
6889;C;"C;T";Anjorin;Torino;9;5,78;5,72;0;0;0;0;0;0;0;1;0;0
5540;C;"M;C";Niasse;Verona;16;5,69;5,72;0;0;0;0;0;0;1;1;0;0
6506;C;"E;W";Fini;Genoa;1;5,5;5,5;0;0;0;0;0;0;0;0;0;0
7248;C;"M;C";Gorter;Lecce;1;5,5;5,5;0;0;0;0;0;0;0;0;0;0
7010;C;"M;C";Al-Musrati;Verona;14;5,71;5,57;0;0;0;0;0;0;1;4;1;0
4677;C;W;Cornet;Genoa;5;5,1;4,5;0;0;0;1;0;1;0;0;0;0
7036;C;"C;T";Bakola;Sassuolo;3;6,17;6,17;0;0;0;0;0;0;0;0;0;0
7165;C;"M;C";Liteta;Cagliari;4;5,75;5,75;0;0;0;0;0;0;0;0;0;0
6656;C;"M;C";Braunoder;Como;0;0;0;0;0;0;0;0;0;0;0;0;0
2553;C;T;Alli;Como;0;0;0;0;0;0;0;0;0;0;0;0;0
2274;C;"C;T";Valoti;Cremonese;0;0;0;0;0;0;0;0;0;0;0;0;0
5516;C;"M;C";Bianco;Fiorentina;0;0;0;0;0;0;0;0;0;0;0;0;0
7135;C;"C;T";Stanciu;Genoa;4;5,5;4,75;0;0;0;1;0;1;0;0;0;0
6633;C;"M;C";Pierret;Lecce;1;6;6;0;0;0;0;0;0;0;0;0;0
6222;C;"C;T";Rafia;Lecce;0;0;0;0;0;0;0;0;0;0;0;0;0
6645;C;T;Marchwinski;Lecce;0;0;0;0;0;0;0;0;0;0;0;0;0
6678;C;"W;T";Liberali;Milan;0;0;0;0;0;0;0;0;0;0;0;0;0
7151;C;"W;T";Arena;Pisa;0;0;0;0;0;0;0;0;0;0;0;0;0
4890;C;"M;C";Tameze;Torino;17;5,65;5,59;0;0;0;0;0;0;0;3;0;0
5007;C;C;Ilic;Torino;8;6;5,88;0;0;0;0;0;0;0;2;0;0
5824;C;"T;A";Pafundi;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0
7177;C;C;Santiago;Verona;0;0;0;0;0;0;0;0;0;0;0;0;0
2117;C;"C;T";Kastanos;Verona;1;6;6;0;0;0;0;0;0;0;0;0;0
6618;C;"W;T";Cissè A.;Verona;0;0;0;0;0;0;0;0;0;0;0;0;0
2076;C;"M;C";Rog;Cagliari;0;0;0;0;0;0;0;0;0;0;0;0;0
6677;C;"C;T";Adzic;Juventus;4;6,12;6,88;1;0;0;0;0;0;0;0;0;0
7025;C;"W;T";Cuenca H.;Genoa;0;0;0;0;0;0;0;0;0;0;0;0;0
5610;C;"M;C";Vranckx;Sassuolo;14;5,64;5,57;0;0;0;0;0;0;0;2;0;0
7246;C;C;Sala A.;Lecce;4;5,75;6;0;0;0;0;0;0;1;0;0;0
5561;C;"W;T";Stengs;Pisa;1;5,5;5,5;0;0;0;0;0;0;0;0;0;0
6538;C;"M;C";Onana J.;Genoa;2;5,75;5,75;0;0;0;0;0;0;0;0;0;0
7276;C;C;Cremaschi;Parma;1;6;6;0;0;0;0;0;0;0;0;0;0
7319;C;"M;C";Fofana Sa.;Lecce;2;5,5;5,5;0;0;0;0;0;0;0;0;0;0
7345;C;"W;T";Przyborek;Lazio;0;0;0;0;0;0;0;0;0;0;0;0;0
7357;C;"C;T";Lahdo;Como;0;0;0;0;0;0;0;0;0;0;0;0;0
2764;A;Pc;Martinez L.;Inter;30;6,42;8,25;17;0;0;0;0;0;6;4;0;0
4871;A;Pc;Thuram;Inter;29;6,43;7,95;13;0;0;0;0;0;6;2;0;0
6052;A;Pc;Hojlund;Napoli;33;6,21;7,44;12;0;0;1;1;0;5;1;0;0
7017;A;Pc;Douvikas;Como;36;6,18;7,38;14;0;0;1;1;0;1;0;0;0
6434;A;A;Yildiz;Juventus;35;6,39;7,3;10;0;0;2;1;1;6;2;0;0
531;A;A;Berardi;Sassuolo;26;6,31;7,19;8;0;0;3;2;1;4;2;1;0
5585;A;A;Malen;Roma;18;6,72;8,97;14;0;0;4;3;1;2;1;0;0
6435;A;Pc;Krstovic;Atalanta;32;6,16;7,19;10;0;0;0;0;0;5;4;0;0
5637;A;Pc;Davis K.;Udinese;30;6,32;7,37;10;0;0;4;4;0;4;5;0;0
2137;A;Pc;Scamacca;Atalanta;22;6,18;7,55;10;0;0;2;2;0;1;2;0;0
505;A;A;Bonazzoli;Cremonese;35;6,16;7,01;10;0;0;3;3;0;2;4;0;0
7071;A;Pc;Esposito F.P.;Inter;31;6,26;7,02;7;0;0;0;0;0;3;1;0;0
2061;A;Pc;Simeone;Torino;32;6,08;7,09;11;0;0;0;0;0;0;1;0;0
4463;A;A;Esposito Se.;Cagliari;36;6,26;6,88;7;0;0;1;1;0;4;6;0;0
6060;A;A;Laurientè;Sassuolo;37;6,23;6,99;7;0;0;0;0;0;9;4;0;0
6669;A;Pc;Bonny;Inter;27;6,15;6,83;5;0;0;0;0;0;4;1;0;0
4510;A;A;Leao;Milan;28;5,88;6,86;9;0;0;2;2;0;3;5;0;0
5734;A;A;Soulè;Roma;32;6,12;6,83;6;0;0;0;0;0;5;1;0;0
6226;A;Pc;Castellanos;Lazio;11;6,09;6,82;2;0;0;0;0;0;3;2;0;0
7023;A;Pc;Pellegrino M.;Parma;37;5,99;6,65;9;0;0;1;1;0;0;5;0;0
4728;A;A;Nkunku;Milan;26;5,94;6,87;7;0;0;5;5;0;3;0;0;0
6572;A;Pc;Castro S.;Bologna;35;5,93;6,51;7;0;0;0;0;0;1;3;0;0
5995;A;A;De Ketelaere;Atalanta;31;6,21;6,6;3;0;0;0;0;0;5;4;0;0
2097;A;Pc;Kean;Fiorentina;26;5,88;6,77;8;0;0;2;2;0;1;4;0;0
2841;A;Pc;Vlahovic;Juventus;18;6,14;7,31;7;0;0;1;1;0;0;0;0;0
2489;A;A;Pedro;Lazio;23;6,13;6,78;5;0;0;2;2;0;2;4;0;0
5455;A;A;Moreo;Pisa;35;5,99;6,56;7;0;0;2;2;0;0;2;0;0
2038;A;Pc;Pinamonti;Sassuolo;34;5,88;6,62;9;0;0;1;0;1;3;2;1;0
6646;A;A;Adams C.;Torino;32;5,98;6,64;6;0;0;0;0;0;3;0;0;0
2369;A;A;Thauvin;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0
